SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE,EQ,19-Dec-2025,1143.20,1142.00,1150.10,1124.30,1132.90,1138.90,1137.69,1662158,18910.15,48251,1071124,64.44
3MINDIA,EQ,19-Dec-2025,35015.00,35025.00,35590.00,34705.00,35100.00,34875.00,34962.63,3857,1348.51,2129,1960,50.82
AADHARHFC,EQ,19-Dec-2025,480.45,477.00,488.65,477.00,487.00,488.00,485.12,251019,1217.75,11854,181535,72.32
AARTIIND,EQ,19-Dec-2025,364.20,365.90,371.70,363.45,369.95,369.80,367.71,417538,1535.33,14214,129159,30.93
AAVAS,EQ,19-Dec-2025,1455.70,1458.90,1467.40,1435.00,1465.20,1458.20,1448.37,237823,3444.56,17018,136970,57.59
ABB,EQ,19-Dec-2025,5097.50,5106.00,5191.50,5100.00,5169.00,5177.00,5158.62,351488,18131.93,16379,262169,74.59
ABBOTINDIA,EQ,19-Dec-2025,27980.00,27995.00,28200.00,27870.00,28025.00,28035.00,28062.49,3745,1050.94,1956,2231,59.57
ABCAPITAL,EQ,19-Dec-2025,344.25,345.45,349.70,343.45,348.80,348.70,347.33,4825518,16760.40,60912,3099689,64.24
ABDL,EQ,19-Dec-2025,613.30,619.40,627.90,613.80,624.00,623.25,621.38,174428,1083.85,8711,75267,43.15
ABFRL,EQ,19-Dec-2025,75.42,75.55,77.28,74.58,76.35,76.82,76.43,2725648,2083.17,15356,1425474,52.30
ABLBL,EQ,19-Dec-2025,122.53,123.01,124.95,115.00,115.34,116.41,117.14,14228125,16666.35,52341,9299170,65.36
ABREL,EQ,19-Dec-2025,1718.10,1750.00,1769.00,1718.90,1740.00,1738.70,1739.92,133661,2325.60,12760,48259,36.11
ABSLAMC,EQ,19-Dec-2025,784.40,795.00,796.00,752.55,758.90,760.70,763.10,348492,2659.33,21857,123997,35.58
ACC,EQ,19-Dec-2025,1754.90,1763.90,1770.00,1747.00,1754.00,1751.50,1755.18,220065,3862.53,15680,130024,59.08
ACE,EQ,19-Dec-2025,925.20,926.60,930.00,920.85,925.30,927.50,925.87,121845,1128.13,8996,66994,54.98
ACMESOLAR,EQ,19-Dec-2025,232.78,232.50,235.95,230.36,232.00,232.71,233.63,1335471,3120.02,13953,1058403,79.25
ACUTAAS,EQ,19-Dec-2025,1631.40,1633.00,1654.40,1615.80,1648.00,1648.50,1637.37,151819,2485.84,17866,91260,60.11
ADANIENSOL,EQ,19-Dec-2025,976.30,977.40,990.95,971.65,981.90,988.25,987.07,2708958,26739.44,25514,1896464,70.01
ADANIENT,EQ,19-Dec-2025,2229.30,2249.00,2250.00,2210.00,2243.90,2239.00,2230.79,880005,19631.06,31918,277597,31.54
ADANIGREEN,EQ,19-Dec-2025,1011.00,1012.50,1024.70,1007.20,1018.70,1020.90,1018.76,2498071,25449.43,35574,1364472,54.62
ADANIPORTS,EQ,19-Dec-2025,1495.70,1495.00,1503.70,1490.70,1497.00,1496.40,1496.02,1276175,19091.81,51213,811128,63.56
